time,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³)
2022-08-23T04:00,84.5,56.9,665,16.8,12.6,108
2022-08-23T05:00,74.7,49.1,557,10.4,14.2,145
2022-08-23T06:00,63.8,41.1,440,4.2,15.1,182
2022-08-23T07:00,57.6,36.9,393,2.3,13.9,189
2022-08-23T08:00,54.8,35.2,367,2.2,11.6,185
2022-08-23T09:00,53.3,34.2,346,2.8,9.1,178
2022-08-23T10:00,51.7,33.2,325,2.2,8.4,178
2022-08-23T11:00,51,32.7,308,1.5,8.4,178
2022-08-23T12:00,57.7,36.8,319,6.4,6.4,147
2022-08-23T13:00,68.7,45.3,481,26.6,7.3,118
2022-08-23T14:00,82.7,54.8,712,55.2,8.6,77
2022-08-23T15:00,99.4,67.1,953,82.8,10.4,34
2022-08-23T16:00,98.7,67.3,1015,85.3,11.7,24
2022-08-23T17:00,98,67.1,1019,79.1,12.9,25
2022-08-23T18:00,99.4,68.5,993,67.5,14.6,30
2022-08-23T19:00,98,67.8,975,59.7,16.4,31
2022-08-23T20:00,95.5,66.1,941,50.5,18.4,33
2022-08-23T21:00,91.5,63.6,844,37.6,18.6,40
2022-08-23T22:00,73.8,51.2,693,26.9,15.2,53
2022-08-23T23:00,56.1,38.9,497,15.6,9.7,71
2022-08-24T00:00,64,44.5,399,9,9.4,64
2022-08-24T01:00,61.5,42.6,392,9.8,9.6,65
2022-08-24T02:00,57.9,40,381,10.8,9.8,68
2022-08-24T03:00,49.6,33.4,364,11.1,10.4,76
2022-08-24T04:00,46.3,30.7,348,9.5,11.2,89
2022-08-24T05:00,45.2,29.2,330,7.1,12.4,107
2022-08-24T06:00,44.5,28.5,308,4.3,12.9,127
2022-08-24T07:00,42.4,27.1,293,3.2,11.9,136
2022-08-24T08:00,40.3,25.8,279,2.5,10.2,142
2022-08-24T09:00,40.6,26.2,266,2.5,8.1,145
2022-08-24T10:00,40.7,26.5,259,3.1,7.1,142
2022-08-24T11:00,39.2,25.9,255,4.2,6.2,135
2022-08-24T12:00,38.9,25.4,267,5.3,6.7,137
2022-08-24T13:00,43.9,29.5,327,12.9,6.3,117
2022-08-24T14:00,47.8,32.5,412,23.8,5.9,88
2022-08-24T15:00,50.4,34.3,503,34.4,5.8,58
2022-08-24T16:00,51.6,35.2,532,36,6.4,50
2022-08-24T17:00,52.3,35.6,543,34.5,7.4,48
2022-08-24T18:00,51.9,35.5,539,30.9,8.6,49
2022-08-24T19:00,51.1,34.9,525,27.6,8.9,48
2022-08-24T20:00,51.7,35.4,499,23.5,9.1,49
2022-08-24T21:00,51.1,35,459,18.1,8.9,51
2022-08-24T22:00,46.6,31.9,422,14.7,8.1,54
2022-08-24T23:00,43.5,29.8,380,11.4,6.9,58
2022-08-25T00:00,27,18.6,258,4.7,4.9,82
2022-08-25T01:00,26.5,18.3,269,6.2,5.3,80
2022-08-25T02:00,27,18.6,285,8.5,5.8,77
2022-08-25T03:00,27,18.3,299,10.1,6.7,79
2022-08-25T04:00,29.6,19.3,296,8.8,7.6,91
2022-08-25T05:00,33.8,21.5,286,6.2,8.6,109
2022-08-25T06:00,36.6,22.9,274,3.5,9.4,129
2022-08-25T07:00,38.1,23.9,268,2.7,9.1,138
2022-08-25T08:00,38.3,24.3,263,2.3,8.2,143
2022-08-25T09:00,39.6,25.4,261,2.7,7.2,148
2022-08-25T10:00,44,28.1,264,3.2,7.2,151
2022-08-25T11:00,40.5,26.3,269,4.2,7.6,153
2022-08-25T12:00,41.7,28.1,304,11.1,4.2,104
2022-08-25T13:00,40,27,346,16.2,4.3,94
2022-08-25T14:00,48.5,33.2,407,23.5,4.6,80
2022-08-25T15:00,53.1,36.2,488,32,5.2,63
2022-08-25T16:00,57.5,39.2,546,36.3,5.9,54
2022-08-25T17:00,63.6,43.2,604,39.8,7,47
2022-08-25T18:00,69.6,47.4,655,41.2,7.7,39
2022-08-25T19:00,72.4,49.5,657,38.3,7.2,35
2022-08-25T20:00,73.6,50.4,638,33.2,6.2,33
2022-08-25T21:00,73.6,50.6,610,26.7,4.9,31
2022-08-25T22:00,72.2,49.8,599,23.6,4.4,29
2022-08-25T23:00,72.2,49.9,589,21.2,4,27
2022-08-26T00:00,74.7,51.8,581,18.1,3.9,36
2022-08-26T01:00,78.9,54.7,579,17.8,4.8,46
2022-08-26T02:00,81.5,56.5,574,17.2,6,60
2022-08-26T03:00,71.7,49.1,544,15.3,8.6,83
2022-08-26T04:00,54.7,35.6,484,12.1,12.3,104
2022-08-26T05:00,53.3,32.8,403,7.9,16.9,128
2022-08-26T06:00,53.9,32.4,315,3.5,20.5,151
2022-08-26T07:00,51.2,29.9,283,2.1,19.2,157
2022-08-26T08:00,50.2,29,268,1.6,15.8,156
2022-08-26T09:00,49.6,28.6,259,2.2,11.4,150
2022-08-26T10:00,49.8,28.6,248,2.3,9.4,146
2022-08-26T11:00,50.4,29.1,242,2.9,7.8,139
2022-08-26T12:00,45.8,27.9,264,7.2,4.6,111
2022-08-26T13:00,43.9,27.4,348,17,4.8,94
2022-08-26T14:00,55.1,35.9,466,30.7,4.9,70
2022-08-26T15:00,62.9,41.4,594,44.2,5.3,44
2022-08-26T16:00,64.7,42.7,634,46.2,5.8,37
2022-08-26T17:00,66.4,44,648,44,6.4,36
2022-08-26T18:00,67.5,44.7,642,39.1,6.9,37
2022-08-26T19:00,67.8,44.8,615,34.7,6.7,38
2022-08-26T20:00,68.9,45.4,571,29.1,6.2,40
2022-08-26T21:00,69.8,45.9,526,23.2,5.9,43
2022-08-26T22:00,72.4,47.7,523,21.5,6.5,43
2022-08-26T23:00,77.1,50.9,535,21.1,7.4,43
2022-08-27T00:00,99.9,67.3,680,27.2,9.6,36
2022-08-27T01:00,110.6,74.7,639,23.8,10.1,51
2022-08-27T02:00,82.7,55.2,581,18.9,10.8,73
2022-08-27T03:00,69.8,46.8,501,12.8,11.4,101
2022-08-27T04:00,59.1,39.1,445,9.3,11.1,117
2022-08-27T05:00,50.2,32.1,388,6.2,10.4,132
2022-08-27T06:00,46.1,29,328,3.2,9.4,145
2022-08-27T07:00,45.5,28.6,302,2.2,8.6,149
2022-08-27T08:00,44.4,27.7,287,2,7.8,148
2022-08-27T09:00,43.3,26.8,276,2.4,6.8,145
2022-08-27T10:00,42.5,26.1,263,2.2,6.1,144
2022-08-27T11:00,40.9,24.9,252,2,5.3,142
2022-08-27T12:00,41.6,25.5,270,5.1,4.9,128
2022-08-27T13:00,44.4,28.2,356,15.6,5.2,109
2022-08-27T14:00,52.4,34.2,479,30.4,5.8,81
2022-08-27T15:00,60.3,39.6,607,45,6.3,52
2022-08-27T16:00,63.6,41.7,638,46.7,6.4,44
2022-08-27T17:00,63.3,41.6,638,43.8,6.4,43
2022-08-27T18:00,63.1,41.6,631,39.6,6.7,43
2022-08-27T19:00,65,42.7,631,38.2,7.2,41
2022-08-27T20:00,70.3,46.1,628,36.9,8.1,39
2022-08-27T21:00,76.8,50.5,631,35.6,9.3,37
2022-08-27T22:00,83.4,54.9,646,35.5,10.6,34
2022-08-27T23:00,87.8,57.9,667,35.8,12.1,32
2022-08-28T00:00,87.5,57.7,625,24.3,8.2,38
2022-08-28T01:00,97.1,64.7,635,23.5,7.6,47
2022-08-28T02:00,93.4,62.6,649,22.4,6.7,60
2022-08-28T03:00,76.6,50.5,628,19.4,5.8,81
2022-08-28T04:00,65.4,42.5,551,14.8,5.9,103
2022-08-28T05:00,57.4,36.9,442,8.9,6.3,129
2022-08-28T06:00,46.7,29.6,324,3,6.7,154
2022-08-28T07:00,44.8,28.4,291,1.4,6.4,160
2022-08-28T08:00,44.6,28.3,282,1.3,6.1,160
2022-08-28T09:00,44,27.9,280,2.2,5.5,154
2022-08-28T10:00,42.5,26.7,269,2.9,5.2,148
2022-08-28T11:00,40.5,25.4,261,4.2,4.8,139
2022-08-28T12:00,34.6,22.3,261,7.4,3.8,117
2022-08-28T13:00,36.1,24,314,13.2,4,104
2022-08-28T14:00,37.5,25.4,390,21.5,4.2,85
2022-08-28T15:00,43.7,29.7,494,31.5,4.7,63
2022-08-28T16:00,52.4,35.9,578,37.2,5.1,50
2022-08-28T17:00,56.1,38.6,667,42.2,5.4,40
2022-08-28T18:00,59,40.9,724,43.8,5.7,33
2022-08-28T19:00,59.8,41.3,679,38,5.3,38
2022-08-28T20:00,51.7,35.7,585,28.2,4.7,48
2022-08-28T21:00,41.7,28.8,469,16.7,3.9,62
2022-08-28T22:00,36.7,25.4,416,11.9,3.5,68
2022-08-28T23:00,35.2,24.4,374,8.8,3.2,73
2022-08-29T00:00,49.9,34.6,451,11,4.8,69
2022-08-29T01:00,48.9,33.8,441,10.9,5.5,73
2022-08-29T02:00,43.2,29.5,427,10.9,6.6,79
2022-08-29T03:00,41.4,28,407,10.2,8.6,91
2022-08-29T04:00,39,25.5,391,8.9,11,103
2022-08-29T05:00,42.1,27.2,373,7.2,13.9,118
2022-08-29T06:00,41.8,26.8,355,5.2,16.9,138
2022-08-29T07:00,43.5,28,348,4.2,17.5,152
2022-08-29T08:00,45.9,29.6,346,3.3,17.4,166
2022-08-29T09:00,45.5,29.3,345,3.1,16.5,179
2022-08-29T10:00,46.8,30.3,340,3,15.4,183
2022-08-29T11:00,46.2,30,334,3.3,13.8,183
2022-08-29T12:00,46.8,30.6,346,7.9,12.6,165
2022-08-29T13:00,48.4,32.2,421,16.6,11.5,143
2022-08-29T14:00,55.9,37.8,529,29,9.9,112
2022-08-29T15:00,65,44.2,662,42.7,8.2,75
2022-08-29T16:00,72.6,49.7,746,48.3,7.8,58
2022-08-29T17:00,77.8,53.3,822,51.8,7.8,45
2022-08-29T18:00,75.4,52,865,51.5,8,36
2022-08-29T19:00,67.3,46.4,821,45.5,8.5,36
2022-08-29T20:00,63.1,43.5,732,36,9.2,40
2022-08-29T21:00,61.2,42.3,613,24.2,9.4,48
2022-08-29T22:00,58.4,40.4,544,18.4,8.3,53
2022-08-29T23:00,53.1,36.8,480,13.6,6.4,59
2022-08-30T00:00,41.4,28.5,358,7.3,4.3,77
2022-08-30T01:00,39.5,27,361,8.3,5.1,79
2022-08-30T02:00,40.6,27.7,365,9.6,6.1,81
2022-08-30T03:00,41.3,28,367,10.3,7.5,92
2022-08-30T04:00,39.8,26.8,363,8.9,8.6,111
2022-08-30T05:00,40.4,27.1,357,6.5,9.6,135
2022-08-30T06:00,43.7,29.5,349,3.8,10.1,160
2022-08-30T07:00,43.9,29.8,344,3,9.1,166
2022-08-30T08:00,43.7,29.8,339,2.7,7.2,166
2022-08-30T09:00,41.2,28.2,335,2.8,5.2,163
2022-08-30T10:00,39.8,27.2,322,1.8,4.6,163
2022-08-30T11:00,40,27.5,307,0.7,4.3,163
2022-08-30T12:00,49.9,34.2,346,5.9,5.9,158
2022-08-30T13:00,60.8,41.9,484,22,6.9,133
2022-08-30T14:00,77.8,53.8,681,44.7,8.5,98
2022-08-30T15:00,92.2,64,897,67.9,11.1,61
2022-08-30T16:00,99.2,68.9,964,72.2,13.8,54
2022-08-30T17:00,100.1,69.6,988,70.3,16.9,56
2022-08-30T18:00,103.8,72.2,1022,66.5,19.9,58
2022-08-30T19:00,115.3,80.1,1094,66.4,20.6,50
2022-08-30T20:00,126.2,87.8,1179,66.3,20.5,39
2022-08-30T21:00,125.7,87.5,1213,62.3,18.9,31
2022-08-30T22:00,113.4,79.2,1113,53,15.8,33
2022-08-30T23:00,99.2,69.4,946,40.5,11.6,41
2022-08-31T00:00,117.1,81.7,1064,44.3,11.1,24
2022-08-31T01:00,116.2,81.3,1039,40.5,11.6,40
2022-08-31T02:00,120.1,83.8,1002,35.2,12.2,63
2022-08-31T03:00,109.4,76.1,911,27,13.2,97
2022-08-31T04:00,80.8,55.5,783,19.8,14.1,125
2022-08-31T05:00,70.8,47.8,621,11.8,15.1,155
2022-08-31T06:00,64.5,43,447,3.8,15.1,183
2022-08-31T07:00,61,40.4,386,1.5,13.1,187
2022-08-31T08:00,58.4,38.8,360,1.4,10.1,180
2022-08-31T09:00,56.5,37.5,347,2.6,6.7,168
2022-08-31T10:00,54.7,36.3,336,3.5,5.5,160
2022-08-31T11:00,54,35.9,335,5.1,4.9,150
2022-08-31T12:00,49.1,33.2,371,11.1,5,126
2022-08-31T13:00,59.1,40,517,28.8,6.4,105
2022-08-31T14:00,75.4,51.5,726,53.7,8.4,75
2022-08-31T15:00,92,62.9,977,79.9,11,42
2022-08-31T16:00,104.5,71.7,1113,86.9,12.6,30
2022-08-31T17:00,112.2,77.3,1225,87.8,14.2,25
2022-08-31T18:00,106.4,73.6,1301,84.6,15.7,22
2022-08-31T19:00,98.5,68.2,1272,79.4,16.2,22
2022-08-31T20:00,95.7,66.4,1187,71.3,16.4,24
2022-08-31T21:00,93.8,65,1065,60,15.9,28
2022-08-31T22:00,89.9,62.4,988,52,14.6,32
2022-08-31T23:00,83.8,58.1,908,43.7,12.9,36
2022-09-01T00:00,95.7,66.6,1073,44.3,13.4,19
2022-09-01T01:00,95.2,66.1,1040,43,13,26
2022-09-01T02:00,94.1,65.2,992,41.2,12.5,37
2022-09-01T03:00,89.9,61.7,915,36.3,12.9,65
2022-09-01T04:00,85.2,57.6,849,29.4,15.1,109
2022-09-01T05:00,79.6,53,775,20.6,18.5,165
2022-09-01T06:00,74,48.4,670,10.9,20.5,219
2022-09-01T07:00,68.7,44.5,578,6.7,17.9,224
2022-09-01T08:00,58.9,37.6,480,4.2,13.4,211
2022-09-01T09:00,50.2,31.8,385,3.2,8.1,189
2022-09-01T10:00,46.2,29.3,351,3.7,6.6,175
2022-09-01T11:00,44.7,28.4,342,5.6,5.8,160
2022-09-01T12:00,59.6,38.4,380,14.1,7.2,127
2022-09-01T13:00,75.4,49.1,544,32.8,7.8,103
2022-09-01T14:00,94.8,62.6,778,59.5,8.9,69
2022-09-01T15:00,110.8,74.3,1051,86.4,10.2,31
2022-09-01T16:00,123.4,82.9,1186,91.8,11.1,18
2022-09-01T17:00,132.2,89.6,1289,89.9,12.1,12
2022-09-01T18:00,125.7,85.9,1342,83,13.2,10
2022-09-01T19:00,112.9,77.3,1279,75.3,14.4,13
2022-09-01T20:00,107.6,73.8,1152,64.8,15.6,21
2022-09-01T21:00,105.2,72.2,1008,52.2,16.6,29
2022-09-01T22:00,104.3,71.5,971,46,16.9,30
2022-09-01T23:00,104.5,71.7,962,41.1,16.8,29
2022-09-02T00:00,73.3,50.3,640,24.1,9.8,67
2022-09-02T01:00,75.9,51.8,669,24.5,10.1,67
2022-09-02T02:00,79.6,54.4,711,25,10.4,68
2022-09-02T03:00,82.7,55.5,743,24,12.1,84
2022-09-02T04:00,82.7,54.6,731,20.3,15.1,118
2022-09-02T05:00,80.8,52.5,701,15.1,19,164
2022-09-02T06:00,80.1,51.6,656,9.2,22.9,215
2022-09-02T07:00,79.9,51.2,624,7,23.2,236
2022-09-02T08:00,80.3,51.3,590,5.8,22.5,249
2022-09-02T09:00,78.9,50.4,553,5.1,21,257
2022-09-02T10:00,75.7,48.1,525,4.8,20.1,257
2022-09-02T11:00,74,46.8,499,5.1,19.1,251
2022-09-02T12:00,63.8,40.6,503,7.6,19.6,213
2022-09-02T13:00,71.9,47.1,574,13.1,18.6,193
2022-09-02T14:00,85.4,57.2,675,20.8,17.1,164
2022-09-02T15:00,85.7,57.5,770,28,15.1,130
2022-09-02T16:00,83.4,56,771,27.6,13.4,116
2022-09-02T17:00,80.8,54.5,738,24.6,11.6,107
2022-09-02T18:00,79.4,53.6,693,20.6,9.8,96
2022-09-02T19:00,80.8,54.8,675,19.2,9.2,85
2022-09-02T20:00,83.6,56.7,660,18.2,9.1,75
2022-09-02T21:00,86.4,58.8,645,17.1,9.1,64
2022-09-02T22:00,88,59.8,640,16.2,9.3,60
2022-09-02T23:00,88,59.8,638,15.4,9.6,59
2022-09-03T00:00,65.2,44.1,515,10.2,8.4,80
2022-09-03T01:00,57.4,38.8,485,10.1,7.3,84
2022-09-03T02:00,51.5,34.8,443,10.1,5.9,89
2022-09-03T03:00,46,30.7,404,9.4,5.8,103
2022-09-03T04:00,44.5,29.2,407,8.1,8.9,123
2022-09-03T05:00,48.9,31.7,426,6.3,13.8,149
2022-09-03T06:00,55.5,35.6,444,4.4,18.5,178
2022-09-03T07:00,59.8,38.1,441,3.7,18.9,191
2022-09-03T08:00,60.3,37.8,431,3.3,17.9,199
2022-09-03T09:00,58.8,36.6,415,3.5,16,203
2022-09-03T10:00,55.6,34.2,394,3.6,14.9,201
2022-09-03T11:00,53.8,32.9,369,4.1,13.6,195
2022-09-03T12:00,66.6,40.3,385,7.3,15.9,188
2022-09-03T13:00,80.1,50.8,470,15,15.4,165
2022-09-03T14:00,98.5,64.5,589,25.8,14.6,133
2022-09-03T15:00,87.8,58.2,698,35,13.4,99
2022-09-03T16:00,79.9,53.2,690,33,12.3,91
2022-09-03T17:00,77.3,51.8,638,26.5,11.1,91
2022-09-03T18:00,74.7,50.2,572,18.6,9.9,92
2022-09-03T19:00,73.1,49.2,548,15.9,9.4,90
2022-09-03T20:00,71,47.6,530,14.3,9.4,87
2022-09-03T21:00,71.5,48,519,12.8,9.4,83
2022-09-03T22:00,72.2,48.4,526,11.9,9.5,79
2022-09-03T23:00,72.6,48.9,542,11.5,9.8,75
2022-09-04T00:00,71.5,48.1,552,10.8,9.9,73
2022-09-04T01:00,71,47.7,550,11.1,9.6,74
2022-09-04T02:00,69.8,47.1,546,11.7,8.9,75
2022-09-04T03:00,67.5,45.1,528,11.4,9.4,84
2022-09-04T04:00,63.6,41.6,494,9.6,11.6,102
2022-09-04T05:00,62.6,40.2,449,6.9,14.7,127
2022-09-04T06:00,62.2,38.9,398,4.1,17.9,155
2022-09-04T07:00,61.9,37.7,375,3.2,18.4,166
2022-09-04T08:00,63.1,37.3,359,3,17.9,173
2022-09-04T09:00,63.8,37.1,351,3.5,17,178
2022-09-04T10:00,63.6,36.9,359,4.7,16.5,181
2022-09-04T11:00,63.1,36.8,376,6.4,16,182
2022-09-04T12:00,52.5,32.2,356,9.1,12.4,154
2022-09-04T13:00,55.9,35.9,392,12.5,11.2,139
2022-09-04T14:00,58,38.1,444,17.4,9.4,118
2022-09-04T15:00,58.3,38.5,501,22.1,7.4,95
2022-09-04T16:00,58.1,38.5,521,22.9,6.9,86
2022-09-04T17:00,58.6,39,531,22.2,6.8,82
2022-09-04T18:00,59.8,40,533,20.4,6.8,78
2022-09-04T19:00,61.5,41.1,530,18.5,6.8,75
2022-09-04T20:00,63.3,42.5,520,16,6.8,74
2022-09-04T21:00,62.6,42.1,490,12.6,6.4,77
2022-09-04T22:00,56.8,38.1,440,9.4,5.2,87
2022-09-04T23:00,46.2,30.7,374,6,3.5,101
2022-09-05T00:00,39.1,26.3,316,3.8,2.3,104
2022-09-05T01:00,38.5,25.7,318,5.2,2.2,104
2022-09-05T02:00,38.3,25.4,320,7.2,2,103
2022-09-05T03:00,38.2,25,321,8.8,2,106
2022-09-05T04:00,38.6,25.4,319,8.1,2.2,112
2022-09-05T05:00,40.2,26.4,315,6.4,2.5,120
2022-09-05T06:00,41.7,27.1,307,4.3,3.3,131
2022-09-05T07:00,43,27.4,297,3.5,4.4,138
2022-09-05T08:00,44.2,27.4,284,2.9,5.7,144
2022-09-05T09:00,45.4,27.4,272,2.8,7.2,150
2022-09-05T10:00,46,27.2,263,2.7,7.9,153
2022-09-05T11:00,46.6,27,255,2.9,8.6,154
2022-09-05T12:00,51,32.1,299,8.4,5.9,122
2022-09-05T13:00,52.6,33.9,329,11.9,5.6,110
2022-09-05T14:00,52,33.9,372,17,5.2,93
2022-09-05T15:00,55.3,36.2,441,23.9,4.8,71
2022-09-05T16:00,58.2,38.3,505,28.5,4.8,59
2022-09-05T17:00,62.9,41.6,578,33.1,4.9,48
2022-09-05T18:00,70.3,46.6,662,37.5,5.2,36
2022-09-05T19:00,77.8,51.6,706,38.8,5.3,29
2022-09-05T20:00,83.8,55.9,740,38.7,5.7,23
2022-09-05T21:00,90.8,60.5,768,37.5,5.8,18
2022-09-05T22:00,96.4,64.5,773,35.5,5.7,16
2022-09-05T23:00,94.5,63.6,766,32.7,5.3,17
2022-09-06T00:00,88.5,59.6,712,27.2,4.6,20
2022-09-06T01:00,89.6,60.3,727,26.9,4.3,28
2022-09-06T02:00,90.6,60.8,748,26.4,4.1,39
2022-09-06T03:00,87.8,58.1,725,23.6,4.3,61
2022-09-06T04:00,70.1,43.4,628,18.3,5.8,89
2022-09-06T05:00,62.4,34.8,489,11.2,7.8,123
2022-09-06T06:00,66.1,33.4,340,4,9.8,158
2022-09-06T07:00,68.9,33.1,297,2,9.8,166
2022-09-06T08:00,71.2,33.1,287,1.9,9.1,164
2022-09-06T09:00,71.9,33.2,287,2.6,8.2,159
2022-09-06T10:00,71.7,33.3,268,1.5,8.1,160
2022-09-06T11:00,71.9,33.9,250,0.2,8.1,160
2022-09-06T12:00,68.2,32.7,276,6.2,9.5,147
2022-09-06T13:00,79.9,41,446,25.2,10.1,121
2022-09-06T14:00,100.4,56.1,688,52.2,11.1,83
2022-09-06T15:00,116.9,68.2,960,79.1,11.5,41
2022-09-06T16:00,119,72.6,1064,82.8,10.3,26
2022-09-06T17:00,113.2,71,1123,78.8,8.4,18
2022-09-06T18:00,115.3,72.9,1171,72.2,6.5,11
2022-09-06T19:00,117.1,74.3,1192,70.2,6.4,7
2022-09-06T20:00,122,77.3,1195,68.2,7,5
2022-09-06T21:00,128.5,81.5,1191,64.6,7.7,4
2022-09-06T22:00,129.9,83.6,1195,60.8,7.8,2
2022-09-06T23:00,128.1,84.1,1198,56.5,7.8,1
2022-09-07T00:00,117.1,77.3,1223,55.6,7.6,7
2022-09-07T01:00,113.6,74.7,1158,49.7,6.8,22
2022-09-07T02:00,110.1,72.6,1063,41,5.7,45
2022-09-07T03:00,100.4,64.3,905,29.3,5.4,78
2022-09-07T04:00,84.1,50.1,745,20.6,7.6,107
2022-09-07T05:00,75.9,41.8,559,11.9,10.9,138
2022-09-07T06:00,75.4,40.7,369,3.2,13.7,168
2022-09-07T07:00,73.1,39.8,316,1,12.8,173
2022-09-07T08:00,70.3,39,309,1.2,10.4,169
2022-09-07T09:00,69.2,38.9,316,2.4,7.8,161
2022-09-07T10:00,68.7,38.8,298,1.5,7.2,160
2022-09-07T11:00,68.2,38.8,282,0.6,7.2,159
2022-09-07T12:00,68,38.8,324,6,8,146
2022-09-07T13:00,84.8,51.2,466,22,9,123
2022-09-07T14:00,102.2,63.1,667,44.7,10.4,90
2022-09-07T15:00,113.6,70.8,875,66.3,12.1,56
2022-09-07T16:00,114.1,71.7,917,67.2,12.6,49
2022-09-07T17:00,112.7,71.2,905,60.5,12.8,50
2022-09-07T18:00,114.8,72.4,882,52,13.6,53
2022-09-07T19:00,116.4,73.6,880,50.3,15.2,53
2022-09-07T20:00,119,75,876,49.8,17.4,53
2022-09-07T21:00,124.8,78.5,890,49.2,19.3,50
2022-09-07T22:00,131.8,83.6,928,48.2,19.2,42
2022-09-07T23:00,133.2,87.1,980,47,18.5,31
2022-09-08T00:00,130.4,86.4,1051,45.6,17,25
2022-09-08T01:00,131.3,87.5,1120,45.9,15.4,30
2022-09-08T02:00,134.1,89.9,1195,46.6,13.4,40
2022-09-08T03:00,138.3,91.7,1195,43.2,13.4,67
2022-09-08T04:00,115.3,73.3,1042,33.5,18.2,106
2022-09-08T05:00,97.3,59.8,807,20,25.6,157
2022-09-08T06:00,86.6,51.6,544,5.8,31.3,206
2022-09-08T07:00,79.2,46.1,457,2.2,28.1,213
2022-09-08T08:00,77.5,45.4,418,1.8,21.3,204
2022-09-08T09:00,75.9,44.5,393,2.9,13.4,189
2022-09-08T10:00,73.6,43.2,365,2.2,10.9,184
2022-09-08T11:00,71.5,42,346,1.7,9.9,178
2022-09-08T12:00,81.3,47.4,374,8.9,7.6,150
2022-09-08T13:00,98,61.5,481,18.5,7.8,128
2022-09-08T14:00,103.8,67.8,634,32.2,8,97
2022-09-08T15:00,104.8,69.8,806,46,8.2,63
2022-09-08T16:00,102.7,69.2,873,48.3,8.3,52
2022-09-08T17:00,103.6,70.1,913,47,8.2,48
2022-09-08T18:00,111.3,75.7,944,43.3,8.6,46
2022-09-08T19:00,116.6,79.4,954,40.6,9.2,45
2022-09-08T20:00,117.1,79.9,951,37,10.2,45
2022-09-08T21:00,114.8,78.5,941,31.9,11.4,48
2022-09-08T22:00,112.9,77.1,936,27.7,12.3,51
2022-09-08T23:00,111.8,76.4,929,23.3,13.1,54
2022-09-09T00:00,102,70.1,826,15.1,12.3,60
2022-09-09T01:00,103.8,71.2,816,15.4,11.4,65
2022-09-09T02:00,104.8,71.9,800,15.7,10.1,72
2022-09-09T03:00,99.9,67.5,762,14.9,11.4,91
2022-09-09T04:00,96.2,64,711,12.3,17.3,121
2022-09-09T05:00,91,59.8,647,8.6,25.8,159
2022-09-09T06:00,92,59.6,569,4.8,34,199
2022-09-09T07:00,93.8,60.1,525,3.5,34.4,210
2022-09-09T08:00,92.7,58.7,487,3,32.1,212
2022-09-09T09:00,90.3,56.2,450,3.3,28.4,209
2022-09-09T10:00,86.8,53.7,429,3.6,26.1,207
2022-09-09T11:00,85,52.4,415,4.3,23.6,202
2022-09-09T12:00,77.1,48,420,6.9,16.4,166
2022-09-09T13:00,84.1,55.2,501,14.1,15.2,145
2022-09-09T14:00,89.4,59.8,616,24.5,13.6,115
2022-09-09T15:00,90.8,61.5,754,35.4,11.9,81
2022-09-09T16:00,92.9,63.3,822,38.7,11.5,68
2022-09-09T17:00,96.6,66.1,875,39.7,11.6,61
2022-09-09T18:00,100.6,68.9,922,38.7,11.9,56
2022-09-09T19:00,105.5,72.4,938,36.3,12.3,53
2022-09-09T20:00,109.4,75.2,937,32.5,12.9,53
2022-09-09T21:00,109,74.7,916,26.9,13.2,55
2022-09-09T22:00,106.9,73.1,886,22.4,13.4,60
2022-09-09T23:00,104.8,71.7,843,17.6,13.3,67
2022-09-10T00:00,102.4,70.3,797,13.7,12.1,65
2022-09-10T01:00,86.1,59.3,705,12.9,10.5,77
2022-09-10T02:00,64.3,43.7,575,11.8,8.2,94
2022-09-10T03:00,58.7,39.9,438,9.9,6.1,117
2022-09-10T04:00,56.8,38.2,405,8.1,6.2,131
2022-09-10T05:00,55.1,36.7,404,6,7.2,145
2022-09-10T06:00,56.5,37.6,409,3.8,8.5,159
2022-09-10T07:00,60.3,39.8,403,3,8.9,166
2022-09-10T08:00,64.7,42.4,399,2.5,9.2,171
2022-09-10T09:00,68,44.2,397,2.7,9.7,174
2022-09-10T10:00,69.8,45.3,386,2,10.1,176
2022-09-10T11:00,70.5,45.8,374,1.5,10.7,176
2022-09-10T12:00,61.5,41.3,366,7.2,2.4,135
2022-09-10T13:00,61.5,41.6,411,11.6,2.5,122
2022-09-10T14:00,68.7,46.9,476,18,2.8,104
2022-09-10T15:00,72.6,49.8,556,25,3.2,83
2022-09-10T16:00,77.3,53.1,599,27.5,3.5,76
2022-09-10T17:00,82,56.2,635,28.8,3.9,72
2022-09-10T18:00,89.4,61.2,679,29.5,4.4,67
2022-09-10T19:00,96.2,65.9,716,30,5,60
2022-09-10T20:00,103.1,70.8,751,30,5.7,52
2022-09-10T21:00,109.2,75.4,774,28.5,6.2,45
2022-09-10T22:00,102.4,71,756,25,5.9,43
2022-09-10T23:00,98,68,718,20.4,5.5,44
2022-09-11T00:00,89.6,62.4,658,14.1,4.9,48
2022-09-11T01:00,87.1,60.3,631,14,4.4,54
2022-09-11T02:00,76.1,52.4,592,13.8,3.7,63
2022-09-11T03:00,70.1,48.2,536,12.6,3.3,80
2022-09-11T04:00,67.5,46.1,492,10.1,4.2,100
